chapter_file,chapter_index,title,line_number,raw_text,normalized_text,context_before,context_after,keyword_score,tfidf_similarity,fuzzy_similarity,final_score,matched_seed,category,decision
converted/Super Gene/chapters/2810-chapter-2809-beast-soul-combined.md,2810,Chapter 2809 Beast Soul Combined,44,Xenogeneic deified hunted. Sky Star Wolf: xenogeneic deified gene found. Obtained Sky Star Wolf deified beast soul.,xenogeneic deified hunted. sky star wolf: xenogeneic deified gene found. obtained sky star wolf deified beast soul.,,,0.9500000000000001,1.0,1.0,0.985,Xenogeneic Deified Hunted. Sky Star Wolf: Xenogeneic Deified Gene Found. Obtained Sky Star Wolf Deified Beast Soul.,xenogeneic_gene,likely
converted/Super Gene/chapters/2810-chapter-2809-beast-soul-combined.md,2810,Chapter 2809 Beast Soul Combined,50,Xenogeneic deified hunted. Sky Star Wolf: xenogeneic deified gene found. Obtained Sky Star Wolf deified beast soul.,xenogeneic deified hunted. sky star wolf: xenogeneic deified gene found. obtained sky star wolf deified beast soul.,,,0.9500000000000001,1.0,1.0,0.985,Xenogeneic Deified Hunted. Sky Star Wolf: Xenogeneic Deified Gene Found. Obtained Sky Star Wolf Deified Beast Soul.,xenogeneic_gene,likely
converted/Super Gene/chapters/2820-chapter-2819-cold-light-charm-s-beast-soul.md,2820,Chapter 2819 Cold Light Charm’s Beast Soul,30,Xenogeneic deified hunted. Cold Light Charm: deified xenogeneic gene found. Obtained Cold Light Charm beast soul.,xenogeneic deified hunted. cold light charm: deified xenogeneic gene found. obtained cold light charm beast soul.,,,0.9500000000000001,1.0,1.0,0.985,Xenogeneic Deified Hunted. Cold Light Charm: Deified Xenogeneic Gene Found. Obtained Cold Light Charm Beast Soul.,xenogeneic_gene,likely
converted/Super Gene/chapters/2894-chapter-2893-getting-a-deified-beast-soul-again.md,2894,Chapter 2893 - Getting a Deified Beast Soul Again,90,Xenogeneic deified hunted. Time Ghost: Deified xenogeneic gene found. Obtained Time Ghost deified beast soul.,xenogeneic deified hunted. time ghost: deified xenogeneic gene found. obtained time ghost deified beast soul.,,,0.9500000000000001,1.0,1.0,0.985,Xenogeneic deified hunted. Time Ghost: Deified xenogeneic gene found. Obtained Time Ghost deified beast soul.,xenogeneic_gene,likely
converted/Super Gene/chapters/293-chapter-293-panorama.md,293,Chapter 293 : Panorama,36,Life essence of super creature cloud beast eaten. One super geno point gained.,life essence of super creature cloud beast eaten. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Super Creature Cloud Beast Eaten. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/293-chapter-293-panorama.md,293,Chapter 293 : Panorama,38,Life essence of super creature cloud beast eaten. One super geno point gained.,life essence of super creature cloud beast eaten. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Super Creature Cloud Beast Eaten. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/339-chapter-339-aqua-reaper-beast-soul.md,339,Chapter 339 : Aqua Reaper Beast soul,66,Life essence of super creature aqua reaper consumed. No super geno point gained.,life essence of super creature aqua reaper consumed. no super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Super Creature Aqua Reaper Consumed. No Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/369-chapter-369-sos.md,369,Chapter 369 : SOS,40,Life essence of cursed wolf eaten. One super geno point gained.,life essence of cursed wolf eaten. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Cursed Wolf Eaten. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/388-chapter-387-blood-snail-beast-soul.md,388,Chapter 387 : Blood Snail Beast Soul,82,Life essence of super creature blood snail eaten. One super geno point gained.,life essence of super creature blood snail eaten. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Super Creature Blood Snail Eaten. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/388-chapter-387-blood-snail-beast-soul.md,388,Chapter 387 : Blood Snail Beast Soul,84,Life essence of super creature blood snail eaten. One super geno point gained.,life essence of super creature blood snail eaten. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Super Creature Blood Snail Eaten. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/396-chapter-395-super-meat.md,396,Chapter 395 : Super Meat,80,Life essence of golden growler consumed. One super geno point gained.,life essence of golden growler consumed. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Golden Growler Consumed. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/406-chapter-405-the-power-of-angel.md,406,Chapter 405 : The Power of Angel,68,Life essence of purgatory flower consumed. One super geno point gained.,life essence of purgatory flower consumed. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Purgatory Flower Consumed. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/418-chapter-417-a-mentally-troubled-girl.md,418,Chapter 417 : A Mentally Troubled Girl,90,Life essence of super creature crystal spirit beast consumed. One super geno point gained.,life essence of super creature crystal spirit beast consumed. one super geno point gained.,,,0.9500000000000001,1.0,1.0,0.985,Life Essence Of Super Creature Crystal Spirit Beast Consumed. One Super Geno Point Gained.,life_essence,likely
converted/Super Gene/chapters/970-chapter-969-one-in-a-ten-million-chance.md,970,Chapter 969 - One in a Ten Million Chance,80,Mutant Creature Hunted Tank Ant killed. No beast soul gained. Consume its flesh to gain zero to ten mutant geno points randomly.,mutant creature hunted tank ant killed. no beast soul gained. consume its flesh to gain zero to ten mutant geno points randomly.,,,1.0,0.9776,0.9643,0.9827,"""Mutant Creature Hunted Tank Ant Killed. No Beast Soul Gained. Consume its Flesh to Gain Zero to Ten Mutant Geno Points",beast_soul_result,likely
converted/Super Gene/chapters/725-chapter-724-big-reward.md,725,Chapter 724 : Big Reward,74,"Super Creature Hunted: Death Knell. The beast soul has been acquired. Its flesh cannot be consumed, but you may collect the Super Geno essence and obtain a random numeric amount of super geno points, ranging from zero to ten.","super creature hunted: death knell. the beast soul has been acquired. its flesh cannot be consumed, but you may collect the super geno essence and obtain a random numeric amount of super geno points, ranging from zero to ten.",,,1.0,0.925,1.0,0.9565,"Super Creature Hunted: Death Knell. The Beast Soul Has Been Acquired. Its Flesh Cannot Be Consumed, But You May Collect The Life Geno Essence And Obtain A Random Numeric Amount Of Super Geno Points, Ranging From Zero To Ten.",beast_soul_result,likely
converted/Super Gene/chapters/001-chapter-1-supergene.md,1,Chapter 1 : Supergene,22,Black beetle killed. No beast soul gained. Eat the flesh of the black beetle to gain zero to ten geno points randomly.,black beetle killed. no beast soul gained. eat the flesh of the black beetle to gain zero to ten geno points randomly.,,,0.85,1.0,1.0,0.955,Black Beetle Killed. No Beast Soul Gained. Eat The Flesh Of The Black Beetle To Gain Zero To Ten Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/006-chapter-6-armour-is-everything.md,6,Chapter 6 : Armour Is Everything,34,Primitive creature swift mantis killed. No beast soul gained. Eat the swift mantis to gain zero to ten primitive geno points randomly.,primitive creature swift mantis killed. no beast soul gained. eat the swift mantis to gain zero to ten primitive geno points randomly.,,,0.85,1.0,1.0,0.955,Primitive Creature Swift Mantis Killed. No Beast Soul Gained. Eat the Swift Mantis to Gain Zero to Ten Primitive Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/008-chapter-8-primitive-beast-soul.md,8,Chapter 8 : Primitive Beast Soul,22,Primitive creature copper-toothed beast killed. No beast soul gained. Eat the flesh of copper-toothed beast to gain zero to ten primitive geno points randomly.,primitive creature copper toothed beast killed. no beast soul gained. eat the flesh of copper toothed beast to gain zero to ten primitive geno points randomly.,,,0.85,1.0,1.0,0.955,Primitive Creature Copper-Toothed Beast Killed. No Beast Soul Gained. Eat The Flesh Of Copper-Toothed Beast To Gain Zero To Ten Primitive Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/008-chapter-8-primitive-beast-soul.md,8,Chapter 8 : Primitive Beast Soul,24,Primitive creature copper-toothed beast killed. Primitive beast soul of copper-toothed beast gained. Eat the flesh of copper-toothed beast to gain zero to ten primitive geno points randomly.,primitive creature copper toothed beast killed. primitive beast soul of copper toothed beast gained. eat the flesh of copper toothed beast to gain zero to ten primitive geno points randomly.,,,0.85,1.0,1.0,0.955,Primitive Creature Copper-Toothed Beast Killed. Primitive Beast Soul Of Copper-Toothed Beast Gained. Eat The Flesh Of Copper-Toothed Beast To Gain Zero To Ten Primitive Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/010-chapter-10-bloody-slayer.md,10,Chapter 10 : Bloody Slayer,20,Sacred-blood bloody slayer killed. Sacred-blood beast soul bloody slayer gained. Eat the flesh of bloody slayer to gain zero to ten sacred geno points randomly.,sacred blood bloody slayer killed. sacred blood beast soul bloody slayer gained. eat the flesh of bloody slayer to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Bloody Slayer Killed. Sacred-Blood Beast Soul Bloody Slayer Gained. Eat the Flesh of Bloody Slayer to Gain Zero to Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/015-chapter-15-selling-flesh.md,15,Chapter 15 : Selling Flesh,24,Mutant copper-toothed beast killed. No beast soul gained. Eat its flesh to gain zero to ten mutant geno points.,mutant copper toothed beast killed. no beast soul gained. eat its flesh to gain zero to ten mutant geno points.,,,0.85,1.0,1.0,0.955,Mutant Copper-Toothed Beast Killed. No Beast Soul Gained. Eat Its Flesh To Gain Zero To Ten Mutant Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/023-chapter-23-obsidian-dragon.md,23,Chapter 23 : Obsidian Dragon,38,Young obsidian dragon killed. No beast soul gained. Eat it to gain zero to ten sacred geno points randomly.,young obsidian dragon killed. no beast soul gained. eat it to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Young Obsidian Dragon Killed. No Beast Soul Gained. Eat It to Gain Zero to Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/052-chapter-52-purple-winged-dragon.md,52,Chapter 52 : Purple-winged Dragon,70,Sacred-blood creature purple-winged dragon killed. Sacred-blood beast soul of purple-winged dragon gained. Eat the flesh of purple-winged dragon to gain zero to ten sacred-blood geno points randomly.,sacred blood creature purple winged dragon killed. sacred blood beast soul of purple winged dragon gained. eat the flesh of purple winged dragon to gain zero to ten sacred blood geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Purple-Winged Dragon Killed. Sacred-Blood Beast Soul Of Purple-Winged Dragon Gained. Eat The Flesh Of Purple-Winged Dragon To Gain Zero To Ten Sacred-Blood Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/053-chapter-53-sacred-blood-copper-toothed-beast.md,53,Chapter 53 : Sacred-blood Copper-toothed Beast,80,Sacred-blood copper-toothed beast killed. No beast soul gained. Eat its meat to gain one to ten sacred geno points randomly.,sacred blood copper toothed beast killed. no beast soul gained. eat its meat to gain one to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Copper-Toothed Beast Killed. No Beast Soul Gained. Eat Its Meat To Gain One To Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/066-chapter-66-ghost-toothed-snake-king.md,66,Chapter 66 : Ghost-toothed Snake King,80,Mutant ghost-toothed snake king killed. No beast soul gained. Eat its meat to gain zero to ten mutant geno points randomly.,mutant ghost toothed snake king killed. no beast soul gained. eat its meat to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Ghost-Toothed Snake King Killed. No Beast Soul Gained. Eat Its Meat To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/067-chapter-67-mutant-sawfish.md,67,Chapter 67 : Mutant Sawfish,72,Mutant sawfish killed. No beast soul gained. Eat its meat to gain zero to ten mutant geno points randomly.,mutant sawfish killed. no beast soul gained. eat its meat to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Sawfish Killed. No Beast Soul Gained. Eat Its Meat To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/068-chapter-68-mutant-sawfish-spear.md,68,Chapter 68 : Mutant Sawfish Spear,32,Mutant sawfish killed. Beast soul of mutant sawfish gained. Eat its meat to gain zero to ten mutant geno points randomly.,mutant sawfish killed. beast soul of mutant sawfish gained. eat its meat to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Sawfish Killed. Beast Soul Of Mutant Sawfish Gained. Eat Its Meat To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/072-chapter-72-hunting-frenzy.md,72,Chapter 72 : Hunting Frenzy,26,Sacred-blood black stinger killed. No beast soul gained. Eat its meat to gain zero to ten sacred geno points randomly.,sacred blood black stinger killed. no beast soul gained. eat its meat to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Black Stinger Killed. No Beast Soul Gained. Eat Its Meat To Gain Zero To Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/072-chapter-72-hunting-frenzy.md,72,Chapter 72 : Hunting Frenzy,48,Mutant black stinger killed. No beast soul gained. Eat its meat to gain zero to ten mutant geno points randomly.,mutant black stinger killed. no beast soul gained. eat its meat to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Black Stinger Killed. No Beast Soul Gained. Eat Its Meat To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/1030-chapter-1029-striking-ghost-sword.md,1030,Chapter 1029 - Striking Ghost-Sword,44,Sacred-Blood Creature Green Falcon killed. No beast soul gained. Consume its flesh to gain zero to ten sacred geno points randomly.,sacred blood creature green falcon killed. no beast soul gained. consume its flesh to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Green Falcon Killed. No Beast Soul Gained. Consume Its Flesh to Gain Zero to Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/1072-chapter-1071-devil-s-realm.md,1072,Chapter 1071 - Devil’s Realm,42,Sacred-Blood Creature Ghost Fang killed. No beast soul gained. Consume its flesh to gain zero to ten sacred geno points randomly.,sacred blood creature ghost fang killed. no beast soul gained. consume its flesh to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Ghost Fang Killed. No Beast Soul Gained. Consume Its Flesh to Gain Zero to Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/110-chapter-110-escape.md,110,Chapter 110 : Escape,78,Primitive creature black lantern fish killed. No beast soul gained. Eat its meat to gain zero to ten primitive geno points randomly.,primitive creature black lantern fish killed. no beast soul gained. eat its meat to gain zero to ten primitive geno points randomly.,,,0.85,1.0,1.0,0.955,Primitive Creature Black Lantern Fish Killed. No Beast Soul Gained. Eat Its Meat To Gain Zero To Ten Primitive Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/1110-chapter-1109-devil-blood-mantis-beast-soul.md,1110,Chapter 1109 - Devil-Blood Mantis Beast Soul,40,Sacred-Blood Creature Devil-Blood Mantis killed. Beast soul gained. Consume its flesh to gain zero to ten sacred geno points randomly.,sacred blood creature devil blood mantis killed. beast soul gained. consume its flesh to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Devil-Blood Mantis Killed. Beast Soul Gained. Consume Its Flesh to Gain Zero to Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/1152-chapter-1151-thorn-scorpion-beast-soul.md,1152,Chapter 1151 - Thorn Scorpion Beast Soul,68,Sacred-Blood Creature Thorn Scorpion killed. Beast soul gained. Consume its flesh to gain zero to ten sacred geno points randomly.,sacred blood creature thorn scorpion killed. beast soul gained. consume its flesh to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Thorn Scorpion Killed. Beast Soul Gained. Consume Its Flesh to Gain Zero to Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/131-chapter-131-golden-rock-worm-king.md,131,Chapter 131 : Golden Rock Worm King,56,Mutant horned sand fox killed. Beast soul of mutant horned sand fox gained. Eat its meat to gain zero to ten mutant geno points randomly.,mutant horned sand fox killed. beast soul of mutant horned sand fox gained. eat its meat to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Horned Sand Fox Killed. Beast Soul Of Mutant Horned Sand Fox Gained. Eat Its Meat To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/132-chapter-132-another-sacred-blood-beast-soul.md,132,Chapter 132 : Another Sacred-blood Beast Soul,38,Sacred-blood golden rock worm king killed. Beast soul of golden rock worm king gained. Eat its meat to gain zero to ten sacred geno points randomly.,sacred blood golden rock worm king killed. beast soul of golden rock worm king gained. eat its meat to gain zero to ten sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Golden Rock Worm King Killed. Beast Soul Of Golden Rock Worm King Gained. Eat Its Meat To Gain Zero To Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/1340-chapter-1339-demigod-creature.md,1340,Chapter 1339 - Demigod Creature,98,Ordinary Creature Soil Lotus killed. No beast soul gained. Bronze Geno Core received: Dust Bug. Consume its flesh to gain zero to ten ordinary geno points randomly.,ordinary creature soil lotus killed. no beast soul gained. bronze geno core received: dust bug. consume its flesh to gain zero to ten ordinary geno points randomly.,,,0.85,1.0,1.0,0.955,Ordinary Creature Soil Lotus Killed. No Beast Soul Gained. Bronze Geno Core Received: Dust Bug. Consume Its Flesh to Gain Zero to Ten Ordinary Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/145-chapter-145-olympic-size-appetite.md,145,Chapter 145 : Olympic-size Appetite,48,Mutant phantom ant killed. No beast soul gained. Eat its meat to gain zero to ten mutant geno points randomly.,mutant phantom ant killed. no beast soul gained. eat its meat to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Phantom Ant Killed. No Beast Soul Gained. Eat Its Meat To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/145-chapter-145-olympic-size-appetite.md,145,Chapter 145 : Olympic-size Appetite,90,Mutant phantom ant killed. Beast soul of mutant phantom ant gained. Eat its meat to gain zero to ten mutant geno points randomly.,mutant phantom ant killed. beast soul of mutant phantom ant gained. eat its meat to gain zero to ten mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Phantom Ant Killed. Beast Soul Of Mutant Phantom Ant Gained. Eat Its Meat To Gain Zero To Ten Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/148-chapter-148-super-biological-war-frame.md,148,Chapter 148 : Super Biological War-frame,16,Sacred-blood phantom ant killed. Beast soul of sacred-blood phantom ant gained. Eat its meat to gain zero to ten sacred geno points randomly.,sacred blood phantom ant killed. beast soul of sacred blood phantom ant gained. eat its meat to gain zero to ten sacred geno points randomly.,<!-- source: span.dropcap -->,,0.85,1.0,1.0,0.955,Sacred-blood Phantom Ant Killed. Beast Soul of Sacred-blood Phantom Ant Gained. Eat Its Meat to Gain Zero to Ten Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/161-chapter-161-pet-evolution.md,161,Chapter 161 : Pet Evolution,72,Primitive sand snake killed. Beast soul of primitive sand snake gained. Eat its meat to gain zero to ten geno points randomly.,primitive sand snake killed. beast soul of primitive sand snake gained. eat its meat to gain zero to ten geno points randomly.,,,0.85,1.0,1.0,0.955,Primitive Sand Snake Killed. Beast Soul of Primitive Sand Snake Gained. Eat Its Meat to Gain Zero to Ten Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/187-chapter-187-a-cave.md,187,Chapter 187 : A Cave,20,Mutant black-feathered beast killed. Beast soul of mutant black-feathered beast gained. Eat its meat to gain zero to ten primitive geno points.,mutant black feathered beast killed. beast soul of mutant black feathered beast gained. eat its meat to gain zero to ten primitive geno points.,,,0.85,1.0,1.0,0.955,Mutant Black-Feathered Beast Killed. Beast Soul Of Mutant Black-Feathered Beast Gained. Eat Its Meat To Gain Zero To Ten Primitive Geno Points.,beast_soul_result,likely
converted/Super Gene/chapters/245-chapter-245-beetle-knight.md,245,Chapter 245 : Beetle Knight,80,Sacred-blood creature magic horn killed. No beast soul gained. Eat its meat to gain 0 to 10 sacred Geno points randomly.,sacred blood creature magic horn killed. no beast soul gained. eat its meat to gain 0 to 10 sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Magic Horn Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/286-chapter-286-sacred-blood-ghost-eyed-bear.md,286,Chapter 286 : Sacred-blood Ghost-eyed Bear,86,Sacred-blood ghost-eyed bear killed. Beast soul of sacred-blood ghost-eyed bear gained. Eat its meat to gain 0 to 10 sacred geno points randomly.,sacred blood ghost eyed bear killed. beast soul of sacred blood ghost eyed bear gained. eat its meat to gain 0 to 10 sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Ghost-Eyed Bear Killed. Beast Soul Of Sacred-Blood Ghost-Eyed Bear Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/304-chapter-304-devil-sword.md,304,Chapter 304 : Devil Sword,38,Mutant darkness beast killed. Beast soul of mutant darkness beast gained. Eat its meat to gain 0 to 10 mutant geno points randomly.,mutant darkness beast killed. beast soul of mutant darkness beast gained. eat its meat to gain 0 to 10 mutant geno points randomly.,,,0.85,1.0,1.0,0.955,Mutant Darkness Beast Killed. Beast Soul Of Mutant Darkness Beast Gained. Eat Its Meat To Gain 0 To 10 Mutant Geno Points Randomly.,beast_soul_result,likely
converted/Super Gene/chapters/314-chapter-314-mushu.md,314,Chapter 314 : Mushu,52,Sacred-blood creature mushu killed. No beast soul gained. Eat its meat to gain 0 to 10 sacred geno points randomly.,sacred blood creature mushu killed. no beast soul gained. eat its meat to gain 0 to 10 sacred geno points randomly.,,,0.85,1.0,1.0,0.955,Sacred-Blood Creature Mushu Killed. No Beast Soul Gained. Eat Its Meat To Gain 0 To 10 Sacred Geno Points Randomly.,beast_soul_result,likely
